id;title;gps_position
777;Potager 777;48.841828,0.552543
778;Potager 778;49.738787,2.643511
779;Potager 779;48.781736,4.289353
780;Potager 780;49.661014,0.744772
781;Potager 781;48.056373,3.11729
782;Potager 782;50.151563,2.655054
783;Potager 783;48.633869,2.719156
784;Potager 784;48.163463,3.762175
785;Potager 785;48.135263,3.578635
786;Potager 786;48.102314,1.067853
787;Potager 787;48.04436,1.422805
788;Potager 788;49.247881,2.851796
789;Potager 789;47.777538,1.52667
790;Potager 790;49.670605,2.836211
791;Potager 791;48.573166,1.656068
792;Potager 792;49.111302,2.889137
793;Potager 793;47.774321,1.699869
794;Potager 794;48.837248,1.529942
795;Potager 795;49.063918,2.481178
796;Potager 796;49.68876,2.218483
797;Potager 797;48.02671,3.810784
798;Potager 798;49.647401,1.41708
799;Potager 799;49.394097,3.768299
800;Potager 800;47.818404,1.630951
801;Potager 801;48.387786,1.380154
802;Potager 802;48.377863,0.76665
803;Potager 803;48.641573,1.315323
804;Potager 804;50.133286,2.209591
805;Potager 805;49.575177,0.782364
806;Potager 806;48.015937,3.776635
807;Potager 807;49.071733,3.167618
808;Potager 808;49.926089,2.623678
809;Potager 809;48.720507,3.411794
810;Potager 810;49.615396,3.140154
811;Potager 811;48.41677,3.310896
812;Potager 812;49.653711,3.263783
813;Potager 813;49.853175,2.790574
814;Potager 814;48.512089,1.892873
815;Potager 815;48.63769,1.573008
816;Potager 816;47.749341,2.517777
817;Potager 817;48.06479,2.075049
818;Potager 818;48.538927,0.486711
819;Potager 819;49.370231,3.727898
820;Potager 820;49.687429,3.381769
821;Potager 821;49.019045,0.691291
822;Potager 822;49.300138,2.59789
823;Potager 823;49.358609,3.223174
824;Potager 824;48.962414,0.564133
825;Potager 825;48.191095,0.620402
826;Potager 826;48.131039,1.160379
827;Potager 827;49.940115,1.977729
828;Potager 828;48.144213,2.185173
829;Potager 829;47.714518,2.941333
830;Potager 830;49.22814,0.460893
831;Potager 831;49.16859,0.895522
832;Potager 832;49.330812,3.470658
833;Potager 833;48.55992,3.704257
834;Potager 834;48.280462,3.55002
835;Potager 835;49.080692,4.328372
836;Potager 836;49.595649,1.913902
837;Potager 837;48.375435,3.880875
838;Potager 838;48.889539,4.256718
839;Potager 839;48.329292,4.054047
840;Potager 840;49.784976,1.778547
841;Potager 841;49.661066,2.313029
842;Potager 842;48.023039,2.519763
843;Potager 843;48.547813,0.410407
844;Potager 844;48.794365,2.585816
845;Potager 845;47.629651,1.911471
846;Potager 846;48.082887,2.249915
847;Potager 847;48.486225,3.315194
848;Potager 848;48.038451,1.41216
849;Potager 849;48.557048,0.820961
850;Potager 850;48.480497,4.04552
851;Potager 851;47.954057,2.725372
852;Potager 852;47.907954,2.971908
853;Potager 853;49.427825,0.800976
854;Potager 854;49.25825,3.166546
855;Potager 855;47.784951,2.023706
856;Potager 856;49.302055,2.664344
857;Potager 857;48.404851,1.449392
858;Potager 858;49.219873,1.85098
859;Potager 859;49.607453,1.845505
860;Potager 860;48.768859,4.054716
861;Potager 861;47.988567,1.276384
862;Potager 862;49.929883,1.161132
863;Potager 863;49.103565,3.99182
864;Potager 864;47.555286,2.066184
865;Potager 865;48.434465,1.644704
866;Potager 866;49.944169,2.116897
867;Potager 867;48.577089,0.835412
868;Potager 868;48.344248,3.982069
869;Potager 869;48.724371,3.419414
870;Potager 870;49.124031,3.916188
871;Potager 871;49.345686,1.804347
872;Potager 872;48.524262,1.251273
873;Potager 873;47.954693,1.193928
874;Potager 874;48.413339,2.19253
875;Potager 875;48.400199,3.65933
876;Potager 876;49.158876,0.97504
877;Potager 877;47.937765,2.658812
878;Potager 878;48.928432,0.871784
879;Potager 879;49.692581,3.450392
880;Potager 880;48.033952,2.44952
881;Potager 881;49.093257,1.933057
882;Potager 882;49.075829,3.281894
883;Potager 883;49.403498,2.401536
884;Potager 884;49.584906,1.864794
885;Potager 885;47.651041,2.58512
886;Potager 886;48.64065,2.507221
887;Potager 887;49.119668,1.671929
888;Potager 888;49.609222,0.841199
889;Potager 889;48.255229,3.521098
890;Potager 890;49.958144,1.560647
891;Potager 891;48.752513,0.959136
892;Potager 892;49.530717,2.847613
893;Potager 893;49.126644,3.386238
894;Potager 894;48.802049,1.242928
895;Potager 895;49.71717,3.606958
896;Potager 896;48.472049,0.611164
897;Potager 897;49.617884,1.484556
898;Potager 898;49.319579,3.554655
899;Potager 899;49.433647,3.334427
900;Potager 900;49.935407,1.886471
901;Potager 901;48.819321,3.14314
902;Potager 902;48.634215,3.003684
903;Potager 903;49.910658,1.871473
904;Potager 904;48.888376,1.547444
905;Potager 905;48.553368,4.138716
906;Potager 906;48.386768,0.6179
907;Potager 907;49.533673,1.696314
908;Potager 908;47.945307,3.192748
909;Potager 909;49.143065,3.499396
910;Potager 910;49.36234,2.178351
911;Potager 911;49.208032,1.078
912;Potager 912;47.967851,1.921842
913;Potager 913;48.456141,3.538066
914;Potager 914;49.506276,2.026994
915;Potager 915;49.984005,1.959784
916;Potager 916;48.760152,3.179995
917;Potager 917;48.596873,1.672334
918;Potager 918;49.755353,1.013976
919;Potager 919;48.62551,1.432078
920;Potager 920;49.15758,1.513564
921;Potager 921;47.925612,3.727757
922;Potager 922;48.535335,2.867286
923;Potager 923;49.108122,0.626108
924;Potager 924;47.804,3.426165
925;Potager 925;48.487742,3.856145
926;Potager 926;49.582446,3.359756
927;Potager 927;48.51267,1.596639
928;Potager 928;47.606612,2.483676
929;Potager 929;47.799638,3.120838
930;Potager 930;48.993059,1.553744
931;Potager 931;48.174662,3.593854
932;Potager 932;49.807134,2.740143
933;Potager 933;49.774567,3.705737
934;Potager 934;49.070898,4.358046
935;Potager 935;48.315324,2.270282
936;Potager 936;49.090606,0.880538
937;Potager 937;49.256596,1.158294
938;Potager 938;48.284046,3.345199
939;Potager 939;48.515597,1.882909
940;Potager 940;49.316815,4.111377
941;Potager 941;49.369115,3.927149
942;Potager 942;47.865662,3.041048
943;Potager 943;49.818139,1.47752
944;Potager 944;49.574714,1.543607
945;Potager 945;49.120846,1.491904
946;Potager 946;47.91723,3.382176
947;Potager 947;49.499746,1.911526
948;Potager 948;49.48568,0.811685
949;Potager 949;47.947483,3.738102
950;Potager 950;49.581645,3.056342
951;Potager 951;47.692488,1.912257
952;Potager 952;49.590504,3.867826
953;Potager 953;50.023297,1.730163
954;Potager 954;49.95686,1.300222
955;Potager 955;48.314876,2.622415
956;Potager 956;48.601055,3.140918
957;Potager 957;49.681743,3.314111
958;Potager 958;48.179101,0.932596
959;Potager 959;47.895292,1.323126
960;Potager 960;48.580168,1.441102
961;Potager 961;48.705372,4.00641
962;Potager 962;48.864785,0.381432
963;Potager 963;49.852733,1.711035
964;Potager 964;48.144352,3.466696
965;Potager 965;48.044989,3.56155
966;Potager 966;47.73302,3.427667
967;Potager 967;49.598347,1.958952
968;Potager 968;48.891821,0.40925
969;Potager 969;49.466003,2.089091
970;Potager 970;49.168991,1.584616
971;Potager 971;47.650905,2.223267
972;Potager 972;48.440441,3.050738
973;Potager 973;48.665604,2.943944
974;Potager 974;47.806347,2.886122
975;Potager 975;47.545629,2.507603
976;Potager 976;49.864092,1.781425
977;Potager 977;48.146359,2.816557
978;Potager 978;49.803846,2.322549
979;Potager 979;48.961696,1.451021
980;Potager 980;48.463637,1.376318
981;Potager 981;49.779297,1.828449
982;Potager 982;48.980993,4.055959
983;Potager 983;49.874676,1.812756
984;Potager 984;48.398504,1.271531
985;Potager 985;48.425197,3.367999
986;Potager 986;49.022835,1.113681
987;Potager 987;49.603675,1.609308
988;Potager 988;49.944663,3.13442
989;Potager 989;48.137814,3.524337
990;Potager 990;49.720632,3.3275
991;Potager 991;48.453779,2.149747
992;Potager 992;50.013868,1.456417
993;Potager 993;48.152918,3.078517
994;Potager 994;48.477141,1.39564
995;Potager 995;49.979797,2.479539
996;Potager 996;49.499847,1.473563
997;Potager 997;48.78789,4.226677
998;Potager 998;48.244872,1.558063
999;Potager 999;48.244797,1.86393
1000;Potager 1000;49.422393,1.306218
1001;Potager 1001;49.00915,1.786404
1002;Potager 1002;49.247012,3.341143
1003;Potager 1003;49.915874,1.940897
1004;Potager 1004;48.244618,3.610373
1005;Potager 1005;48.286608,2.011419
1006;Potager 1006;48.483115,3.055357
1007;Potager 1007;49.087394,0.404344
1008;Potager 1008;48.558619,4.089102
1009;Potager 1009;48.29447,0.740709
1010;Potager 1010;49.44938,0.521318
1011;Potager 1011;48.300032,3.351161
1012;Potager 1012;49.381347,2.228385
1013;Potager 1013;47.7725,1.9889
1014;Potager 1014;48.399984,1.927426
1015;Potager 1015;48.40529,2.63726
1016;Potager 1016;47.763356,3.174621
1017;Potager 1017;49.680997,3.061585
1018;Potager 1018;48.540628,0.977169
1019;Potager 1019;47.787772,2.447422
1020;Potager 1020;48.545157,2.626806
1021;Potager 1021;49.683538,2.004948
1022;Potager 1022;49.496508,3.903216
1023;Potager 1023;47.919125,3.561945
1024;Potager 1024;48.778476,1.133924
1025;Potager 1025;49.953777,3.058374
1026;Potager 1026;49.255102,2.061128
1027;Potager 1027;47.766149,2.187614
1028;Potager 1028;47.560692,2.353772
1029;Potager 1029;48.916093,3.218211
1030;Potager 1030;47.641013,1.806293
1031;Potager 1031;48.900147,3.492972
1032;Potager 1032;48.763961,3.053524
1033;Potager 1033;49.559061,3.011571
1034;Potager 1034;49.021059,0.671386
1035;Potager 1035;48.246533,4.032805
1036;Potager 1036;47.877272,1.259788
1037;Potager 1037;49.946288,2.949705
1038;Potager 1038;48.949713,2.712023
1039;Potager 1039;49.448452,0.593353
1040;Potager 1040;48.198985,0.924385
1041;Potager 1041;48.599693,1.001739
1042;Potager 1042;49.483134,2.474893
1043;Potager 1043;48.564417,1.91152
1044;Potager 1044;49.818361,2.681598
1045;Potager 1045;49.317699,1.255757
1046;Potager 1046;49.287545,3.419162
1047;Potager 1047;48.081019,3.85929
1048;Potager 1048;47.609554,2.502549
1049;Potager 1049;49.551335,2.966622
1050;Potager 1050;49.177371,0.475091
1051;Potager 1051;47.83937,2.347944
1052;Potager 1052;47.887399,1.5867
1053;Potager 1053;48.657241,3.286909
1054;Potager 1054;49.59858,1.167053
1055;Potager 1055;48.994467,2.548859
1056;Potager 1056;49.467107,2.155265
1057;Potager 1057;48.424149,0.40903
1058;Potager 1058;48.859727,2.798593
1059;Potager 1059;48.542929,3.89995
1060;Potager 1060;48.88201,2.675035
1061;Potager 1061;49.868378,3.022751
1062;Potager 1062;47.902413,1.832698
1063;Potager 1063;47.534819,2.694132
1064;Potager 1064;48.294016,3.952569
1065;Potager 1065;48.128782,1.427317
1066;Potager 1066;48.814931,0.704806
1067;Potager 1067;48.622152,3.785031
1068;Potager 1068;47.812506,2.430404
1069;Potager 1069;49.231074,4.171473
1070;Potager 1070;49.434544,1.615132
1071;Potager 1071;49.450273,3.681848
1072;Potager 1072;49.373762,2.602265
1073;Potager 1073;49.515856,1.197455
1074;Potager 1074;48.899884,1.760475
1075;Potager 1075;47.957277,1.762618
1076;Potager 1076;48.74104,1.828988
1077;Potager 1077;49.470181,1.835108
1078;Potager 1078;49.570436,0.6888
1079;Potager 1079;48.364667,2.209672
1080;Potager 1080;50.074384,1.969428
1081;Potager 1081;49.187245,4.208218
1082;Potager 1082;48.133913,2.806021
1083;Potager 1083;47.936896,1.215889
1084;Potager 1084;49.675513,3.734357
1085;Potager 1085;48.52366,3.414935
1086;Potager 1086;49.951409,1.426512
1087;Potager 1087;49.33238,3.900694
1088;Potager 1088;48.806086,2.588151
1089;Potager 1089;48.21276,2.497598
1090;Potager 1090;47.830617,3.436324
1091;Potager 1091;48.602991,2.652418
1092;Potager 1092;48.150384,1.981662
1093;Potager 1093;49.498724,3.400314
1094;Potager 1094;48.332811,3.719302
1095;Potager 1095;48.9827,0.990682
1096;Potager 1096;47.8754,2.05066
1097;Potager 1097;48.345021,0.905192
1098;Potager 1098;49.779693,2.801639
1099;Potager 1099;49.301106,1.783352
1100;Potager 1100;48.369087,3.187588
1101;Potager 1101;48.668268,3.757412
1102;Potager 1102;48.198332,3.052238
1103;Potager 1103;48.690508,2.672432
1104;Potager 1104;49.697118,3.565508
1105;Potager 1105;48.360305,2.95165
1106;Potager 1106;48.674303,2.102735
1107;Potager 1107;48.684939,0.524899
1108;Potager 1108;48.248333,1.246042
1109;Potager 1109;48.154934,3.99201
1110;Potager 1110;48.700385,4.182942
1111;Potager 1111;47.987212,2.861482
1112;Potager 1112;48.150153,1.473152
1113;Potager 1113;49.506721,2.385421
1114;Potager 1114;49.33809,0.789474
1115;Potager 1115;49.383315,2.483694
1116;Potager 1116;49.138672,3.787092
1117;Potager 1117;49.367502,1.650391
1118;Potager 1118;49.804494,3.462102
1119;Potager 1119;49.644484,1.10506
1120;Potager 1120;48.898336,2.557459
1121;Potager 1121;49.593858,3.875264
1122;Potager 1122;48.356549,0.658665
1123;Potager 1123;47.861121,1.52965
1124;Potager 1124;48.53089,4.141423
1125;Potager 1125;49.204148,2.643455
1126;Potager 1126;49.622051,2.709567
1127;Potager 1127;49.04358,1.835566
1128;Potager 1128;48.694871,0.34616
1129;Potager 1129;47.863245,3.577334
1130;Potager 1130;49.495846,1.551828
1131;Potager 1131;49.356111,3.21446
1132;Potager 1132;48.994087,4.331112
1133;Potager 1133;50.080321,2.83859
1134;Potager 1134;49.441954,3.540017
1135;Potager 1135;48.371459,3.626742
1136;Potager 1136;47.888066,1.242495
1137;Potager 1137;49.826515,2.988011
1138;Potager 1138;48.99669,1.808312
1139;Potager 1139;49.128542,0.904073
1140;Potager 1140;47.816934,3.506469
1141;Potager 1141;48.549006,0.418332
1142;Potager 1142;48.979109,1.035542
1143;Potager 1143;48.932068,3.839735
1144;Potager 1144;49.536424,3.946433
1145;Potager 1145;49.688628,3.611748
1146;Potager 1146;49.715436,1.095189
1147;Potager 1147;48.177641,3.548416
1148;Potager 1148;49.336306,1.922575
1149;Potager 1149;48.215862,1.928834
1150;Potager 1150;48.370758,3.144082
1151;Potager 1151;49.42161,3.413441
1152;Potager 1152;49.607838,3.254339
1153;Potager 1153;48.040143,1.355414
1154;Potager 1154;48.933013,1.379957
1155;Potager 1155;49.860643,3.540941
1156;Potager 1156;49.198949,1.825162
1157;Potager 1157;48.69197,1.630437
1158;Potager 1158;49.168643,2.347637
1159;Potager 1159;48.440499,3.734054
1160;Potager 1160;50.115167,2.375262
1161;Potager 1161;48.721064,1.306083
1162;Potager 1162;49.505666,2.53898
1163;Potager 1163;47.870771,1.704191
1164;Potager 1164;48.71144,3.52837
1165;Potager 1165;47.724586,1.939254
1166;Potager 1166;48.457557,1.248661
1167;Potager 1167;48.042708,2.065606
1168;Potager 1168;47.720915,1.825458
1169;Potager 1169;49.511517,2.519803
1170;Potager 1170;49.740868,2.209304
1171;Potager 1171;49.959824,1.290752
1172;Potager 1172;48.042287,3.358541
1173;Potager 1173;49.400331,2.106464
1174;Potager 1174;47.518912,2.44296
1175;Potager 1175;48.118014,3.289337
1176;Potager 1176;49.032207,4.328892
1177;Potager 1177;48.898195,1.356206
1178;Potager 1178;49.022378,2.508564
1179;Potager 1179;48.705923,0.764382
1180;Potager 1180;48.136081,2.847745
1181;Potager 1181;48.539064,0.9954
1182;Potager 1182;49.91589,1.472498
1183;Potager 1183;47.856638,3.434777
1184;Potager 1184;47.924671,2.658756
1185;Potager 1185;49.189015,3.301174
1186;Potager 1186;48.327218,1.422972
1187;Potager 1187;48.60845,4.338244
1188;Potager 1188;49.145661,0.68499
1189;Potager 1189;50.169774,2.133808
1190;Potager 1190;49.578209,1.029878
1191;Potager 1191;48.090047,3.694252
1192;Potager 1192;48.44013,3.746095
1193;Potager 1193;48.07514,3.265989
1194;Potager 1194;47.687962,2.08232
1195;Potager 1195;49.064642,3.730048
1196;Potager 1196;47.703188,3.302071
1197;Potager 1197;47.594897,2.427821
1198;Potager 1198;49.013946,1.602172
1199;Potager 1199;48.580165,3.526038
1200;Potager 1200;47.604078,2.55398
1201;Potager 1201;49.437793,1.530359
1202;Potager 1202;48.9566,2.709406
1203;Potager 1203;49.306957,4.095282
1204;Potager 1204;48.129707,3.3393
1205;Potager 1205;47.676916,3.339031
1206;Potager 1206;49.726475,3.134626
1207;Potager 1207;48.551821,2.264067
1208;Potager 1208;49.348622,3.150095
1209;Potager 1209;47.972494,1.491809
1210;Potager 1210;49.889584,2.531784
1211;Potager 1211;48.099428,2.19214
1212;Potager 1212;49.894906,3.533694
1213;Potager 1213;48.618238,2.482663
1214;Potager 1214;49.966273,2.809818
1215;Potager 1215;48.521584,3.188365
1216;Potager 1216;47.786351,1.115347
1217;Potager 1217;49.974017,1.299703
1218;Potager 1218;49.044134,2.118928
1219;Potager 1219;47.799947,1.698271
1220;Potager 1220;48.419475,2.458167
1221;Potager 1221;48.08814,1.026642
1222;Potager 1222;49.976327,1.752054
1223;Potager 1223;48.193807,1.647815
1224;Potager 1224;48.801491,0.902202
1225;Potager 1225;49.294913,2.474892
1226;Potager 1226;48.201099,3.659236
1227;Potager 1227;47.763421,2.045375
1228;Potager 1228;49.205481,1.347668
1229;Potager 1229;48.175522,1.119615
1230;Potager 1230;47.947736,1.808925
1231;Potager 1231;48.003143,2.477552
1232;Potager 1232;48.799076,2.035657
1233;Potager 1233;49.761044,2.157223
1234;Potager 1234;49.97254,2.946141
1235;Potager 1235;49.137879,3.372551
1236;Potager 1236;47.750302,2.389838
1237;Potager 1237;49.173879,0.487369
1238;Potager 1238;49.024668,2.702826
1239;Potager 1239;49.026971,1.138825
1240;Potager 1240;49.668673,3.045091
1241;Potager 1241;49.040981,1.351132
1242;Potager 1242;49.588048,3.947334
1243;Potager 1243;49.176738,1.051677
1244;Potager 1244;48.347981,1.918209
1245;Potager 1245;48.561757,1.194936
1246;Potager 1246;48.292324,1.158123
1247;Potager 1247;49.99284,3.260665
1248;Potager 1248;49.252578,1.759721
1249;Potager 1249;49.765866,1.52785
1250;Potager 1250;49.007884,1.021503
